index,SubmissionDate,start_time,end_time,today_date,deviceid,phonenumber,email,username,report_full_date,location-region,location-district,location-facility,name-facility_if_not_listed,tally-report_month,tally-total_patients,tally-total_visits,tally-total_vials,comments,meta-instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion,region_name,tangis_region_id,district_council_name,tangis_district_council_id,facility_name,tangis_facility_id
10,2025-05-07T10:29:04.524Z,2025-05-07T13:26:04.198+03:00,2025-05-07T13:28:48.317+03:00,2025-05-07,collect:7WwltwD0JfyxXzNR,,,audrey,2025-04-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council|7260f519-60da-4d98-b694-f274634cb717,Mwembesongo Dispensary|f9e85005-0319-490a-9e7b-3ca16ca8c4c5,,Apr (4/2025),7,26,160,,uuid:5eb55a9f-f8e3-404b-9f29-6b919c4e695a,uuid:5eb55a9f-f8e3-404b-9f29-6b919c4e695a,47,Human Health Workers,0,0,,,collect:R5P4ag8VZVyW5cMr,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council,7260f519-60da-4d98-b694-f274634cb717,Beagle Health Center,f9e85005-0319-490a-9e7b-3ca16ca8c4c5
11,2025-05-07T09:02:24.876Z,2025-05-07T12:01:19.536+03:00,2025-05-07T12:02:19.540+03:00,2025-05-07,collect:SiNnA2wCvAxXz4sS,,,audrey,2025-04-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council|40f82320-c30c-4030-8513-5ff75f38e664,Nyamwaga Hospital|3ddea8e4-a650-44c0-a22a-8d6cf31f9809,,Apr (4/2025),15,57,286,,uuid:4f13bafd-879a-4d4a-93fc-c7794d6937d7,uuid:4f13bafd-879a-4d4a-93fc-c7794d6937d7,47,Human Health Workers,0,0,,,collect:xhCoM7ihMYuREoNo,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council,40f82320-c30c-4030-8513-5ff75f38e664,Jack Russell Terrier Health Center,3ddea8e4-a650-44c0-a22a-8d6cf31f9809
12,2025-05-07T09:00:47.165Z,2025-05-07T11:56:59.839+03:00,2025-05-07T11:59:50.051+03:00,2025-05-07,collect:bGpePVYeQnCm9K09,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council|40f82320-c30c-4030-8513-5ff75f38e664,Nyamwaga Hospital|3ddea8e4-a650-44c0-a22a-8d6cf31f9809,,Mar (3/2025),31,72,82,,uuid:81633d0f-608b-4dd5-a358-4bdc6ee540ae,uuid:81633d0f-608b-4dd5-a358-4bdc6ee540ae,47,Human Health Workers,0,0,,,collect:xqd1qX106vZgOnkN,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council,40f82320-c30c-4030-8513-5ff75f38e664,Rottweiler Health Center,3ddea8e4-a650-44c0-a22a-8d6cf31f9809
13,2025-05-07T09:00:46.936Z,2025-05-07T11:51:20.082+03:00,2025-05-07T11:54:55.416+03:00,2025-05-07,collect:GFbn6wRNCzZUQlW1,,,audrey,2025-03-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council|40f82320-c30c-4030-8513-5ff75f38e664,Nyamwaga Hospital|3ddea8e4-a650-44c0-a22a-8d6cf31f9809,,Mar (3/2025),28,42,175,,uuid:4d879016-20b7-42e5-9bd6-06e2a188c384,uuid:4d879016-20b7-42e5-9bd6-06e2a188c384,47,Human Health Workers,0,0,,,collect:C10DZOvqCnI0f1A2,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council,40f82320-c30c-4030-8513-5ff75f38e664,Dalmatian Health Center,3ddea8e4-a650-44c0-a22a-8d6cf31f9809
14,2025-05-06T10:09:24.717Z,2025-05-06T13:07:23.839+03:00,2025-05-06T13:09:19.413+03:00,2025-05-06,collect:v8xlA2t8rdXTdzHy,,,audrey,2025-04-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime Town Council|8fe9b137-a430-4de6-8fa9-2426c4b3dadc,Tarime District Hospital|b0640cb9-26c6-4a78-b497-c4237c24dfb4,,Apr (4/2025),34,45,0,,uuid:8abe3341-fbec-469a-9c6c-db9aaff29a2c,uuid:8abe3341-fbec-469a-9c6c-db9aaff29a2c,47,Human Health Workers,0,0,,,collect:tXqCK1UsVTLFV6tY,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime Town Council,8fe9b137-a430-4de6-8fa9-2426c4b3dadc,Beagle Health Center,b0640cb9-26c6-4a78-b497-c4237c24dfb4
15,2025-05-06T10:05:05.434Z,2025-05-06T13:02:52.730+03:00,2025-05-06T13:04:59.211+03:00,2025-05-06,collect:mp6Ic3vkJn1rxBLQ,,,audrey,2025-04-06,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime Town Council|8fe9b137-a430-4de6-8fa9-2426c4b3dadc,Tarime District Hospital|b0640cb9-26c6-4a78-b497-c4237c24dfb4,,Apr (4/2025),42,31,26,,uuid:01e88e22-ea58-49f6-8c4f-4284958de82c,uuid:01e88e22-ea58-49f6-8c4f-4284958de82c,47,Human Health Workers,0,0,,,collect:MnuXJFX3G0wv3nMi,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime Town Council,8fe9b137-a430-4de6-8fa9-2426c4b3dadc,Maltese Health Center,b0640cb9-26c6-4a78-b497-c4237c24dfb4
16,2025-05-06T09:46:16.378Z,2025-05-06T12:44:01.075+03:00,2025-05-06T12:46:12.978+03:00,2025-05-06,collect:8Hi9FAiaXo9i5ahO,,,audrey,2025-04-06,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime Town Council|8fe9b137-a430-4de6-8fa9-2426c4b3dadc,,Kituo cha Afya Kibumaye,Apr (4/2025),11,44,6,,uuid:f71ca30c-cdc5-4e97-b3ee-fde851fa6e36,uuid:f71ca30c-cdc5-4e97-b3ee-fde851fa6e36,47,Human Health Workers,0,0,,,collect:ca8DpFuwXw8MBnHr,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime Town Council,8fe9b137-a430-4de6-8fa9-2426c4b3dadc,Samoyed Health Center,
17,2025-05-06T08:27:34.150Z,2025-05-06T10:38:38.930+03:00,2025-05-06T10:39:23.146+03:00,2025-05-06,collect:qG8DrSbNAzHuv7OI,,,audrey,2025-03-01,Lindi|322f9ce5-a582-469e-b188-4cc5b37837e0,Ruangwa District Council|28204721-b87d-45d6-92de-a37d3196aac7,Ruangwa District Hospital|7bb2c511-7110-4316-bec5-1bfd21216bf5,,Mar (3/2025),30,4,89,,uuid:2060f71a-c005-48a9-8412-be3248f092e3,uuid:2060f71a-c005-48a9-8412-be3248f092e3,47,Human Health Workers,0,0,,,collect:fhkI6DBVo8mBtwIt,0,2025-03-03-malamute,Lindi,322f9ce5-a582-469e-b188-4cc5b37837e0,Ruangwa District Council,28204721-b87d-45d6-92de-a37d3196aac7,Labrador Health Center,7bb2c511-7110-4316-bec5-1bfd21216bf5
18,2025-05-06T08:27:34.089Z,2025-05-06T10:39:26.869+03:00,2025-05-06T10:40:37.156+03:00,2025-05-06,collect:GJ5JHudV8k7rLmtc,,,audrey,2025-04-01,Lindi|322f9ce5-a582-469e-b188-4cc5b37837e0,Ruangwa District Council|28204721-b87d-45d6-92de-a37d3196aac7,Ruangwa District Hospital|7bb2c511-7110-4316-bec5-1bfd21216bf5,,Apr (4/2025),47,97,9,,uuid:a232d58e-c4de-451c-bc9e-3d60a7b28ab1,uuid:a232d58e-c4de-451c-bc9e-3d60a7b28ab1,47,Human Health Workers,0,0,,,collect:y2dk3jhiCVpfvyOm,0,2025-03-03-malamute,Lindi,322f9ce5-a582-469e-b188-4cc5b37837e0,Ruangwa District Council,28204721-b87d-45d6-92de-a37d3196aac7,Bloodhound Health Center,7bb2c511-7110-4316-bec5-1bfd21216bf5
19,2025-05-06T06:14:58.766Z,2025-04-03T10:10:20.654+03:00,2025-04-03T10:11:21.233+03:00,2025-04-03,collect:YcLXGp9OZdX9UEPj,,,audrey,2025-03-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council|7260f519-60da-4d98-b694-f274634cb717,,Mkundi Hospital,Mar (3/2025),39,91,255,,uuid:93cd701b-9bda-4d78-ad99-dc0189c5a381,uuid:93cd701b-9bda-4d78-ad99-dc0189c5a381,47,Human Health Workers,0,0,,,collect:4ein5IcQBqw0TZ9c,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council,7260f519-60da-4d98-b694-f274634cb717,Vizsla Health Center,
20,2025-05-06T06:13:37.397Z,2025-05-06T08:55:29.215+03:00,2025-05-06T08:57:41.346+03:00,2025-05-06,collect:XtU3jAM0uBT65zIz,,,audrey,2025-04-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council|7260f519-60da-4d98-b694-f274634cb717,,Mkundi Hospital,Apr (4/2025),23,60,265,,uuid:c1a5a30d-d373-4f80-a9f7-00ecc9eb69cb,uuid:c1a5a30d-d373-4f80-a9f7-00ecc9eb69cb,47,Human Health Workers,0,0,,,collect:7CVFT33GIb3jkj1G,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council,7260f519-60da-4d98-b694-f274634cb717,Vizsla Health Center,
21,2025-05-06T04:41:42.420Z,2025-05-06T07:40:38.993+03:00,2025-05-06T07:41:40.238+03:00,2025-05-06,collect:RNP0tYlHCf7KgPTJ,,,audrey,2025-04-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda District Council|67dbcf59-e885-42f9-8ae5-e7724c669c98,Kisorya Health Center|e5c0cae0-01e8-46c1-81b8-6c6fc74b24de,,Apr (4/2025),28,7,260,,uuid:6fad1c64-6341-4453-bdb8-d554f598f30e,uuid:6fad1c64-6341-4453-bdb8-d554f598f30e,47,Human Health Workers,0,0,,,collect:7HdVnWc2eXsL7JrD,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda District Council,67dbcf59-e885-42f9-8ae5-e7724c669c98,Weimaraner Health Center,e5c0cae0-01e8-46c1-81b8-6c6fc74b24de
22,2025-05-05T12:22:37.518Z,2025-05-05T15:21:10.129+03:00,2025-05-05T15:22:30.736+03:00,2025-05-05,collect:cbUuHGStsalvGGdx,,,audrey,2025-04-01,Lindi|322f9ce5-a582-469e-b188-4cc5b37837e0,Kilwa District Council|f3fc5c7d-253f-4a8f-b061-3e94eaf12fa2,Nanjirinji Health Center|76d3b023-d847-4b77-809c-e983b3a7d731,,Apr (4/2025),29,76,246,,uuid:2fdb251a-8786-480d-b219-e2620c851d15,uuid:2fdb251a-8786-480d-b219-e2620c851d15,47,Human Health Workers,0,0,,,collect:0vZg8n8WOoM7uWXq,0,2025-03-03-malamute,Lindi,322f9ce5-a582-469e-b188-4cc5b37837e0,Kilwa District Council,f3fc5c7d-253f-4a8f-b061-3e94eaf12fa2,Dachshund Health Center,76d3b023-d847-4b77-809c-e983b3a7d731
23,2025-05-05T12:20:53.284Z,2025-05-05T15:03:27.492+03:00,2025-05-05T15:20:26.515+03:00,2025-05-05,collect:mRIVMiTvXgRApjb9,,,audrey,2025-03-01,Lindi|322f9ce5-a582-469e-b188-4cc5b37837e0,Kilwa District Council|f3fc5c7d-253f-4a8f-b061-3e94eaf12fa2,Nanjirinji Health Center|76d3b023-d847-4b77-809c-e983b3a7d731,,Mar (3/2025),27,37,161,,uuid:50803874-d0bb-48ab-9bac-cc3b99d93a2e,uuid:50803874-d0bb-48ab-9bac-cc3b99d93a2e,47,Human Health Workers,0,0,,,collect:EXScfHmkRKDpVqZo,0,2025-03-03-malamute,Lindi,322f9ce5-a582-469e-b188-4cc5b37837e0,Kilwa District Council,f3fc5c7d-253f-4a8f-b061-3e94eaf12fa2,Shih Tzu Health Center,76d3b023-d847-4b77-809c-e983b3a7d731
24,2025-05-05T07:25:53.748Z,2025-05-05T10:15:49.509+03:00,2025-05-05T10:24:24.403+03:00,2025-05-05,collect:czuVkOvUaCEVOrxE,,,audrey,2025-04-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council|aa1bf95c-0645-40bf-bc74-830cf2e7a341,Dutumi Health Center|9c4df0b2-408a-4e57-9662-85c957b6dbb8,,Apr (4/2025),3,75,57,,uuid:1dc9d42b-866b-4c68-b10e-27adc871b1e1,uuid:1dc9d42b-866b-4c68-b10e-27adc871b1e1,47,Human Health Workers,0,0,,,collect:HyVGQebcRerDYzko,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro District Council,aa1bf95c-0645-40bf-bc74-830cf2e7a341,Rottweiler Health Center,9c4df0b2-408a-4e57-9662-85c957b6dbb8
25,2025-05-04T21:27:20.858Z,2025-05-05T00:25:59.454+03:00,2025-05-05T00:27:14.871+03:00,2025-05-05,collect:vFHYXjWcfgxMv3dC,,,audrey,2025-04-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council|40f82320-c30c-4030-8513-5ff75f38e664,Nyamwaga Hospital|3ddea8e4-a650-44c0-a22a-8d6cf31f9809,,Apr (4/2025),25,0,283,,uuid:6cbf791e-30ff-4bdd-8825-0e4596921f6a,uuid:6cbf791e-30ff-4bdd-8825-0e4596921f6a,47,Human Health Workers,0,0,,,collect:8sxXSaQejiQ657Cz,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council,40f82320-c30c-4030-8513-5ff75f38e664,Boston Terrier Health Center,3ddea8e4-a650-44c0-a22a-8d6cf31f9809
26,2025-05-04T21:25:07.201Z,2025-05-05T00:21:25.734+03:00,2025-05-05T00:24:58.930+03:00,2025-05-05,collect:cm56ABfCKjYWIEO5,,,audrey,2025-04-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council|40f82320-c30c-4030-8513-5ff75f38e664,Nyamwaga Hospital|3ddea8e4-a650-44c0-a22a-8d6cf31f9809,,Apr (4/2025),24,48,14,,uuid:bc5f3d30-4bb1-4525-930c-80f8f4cc61b7,uuid:bc5f3d30-4bb1-4525-930c-80f8f4cc61b7,47,Human Health Workers,0,0,,,collect:MeiiwlrvYuUFZj53,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Tarime District Council,40f82320-c30c-4030-8513-5ff75f38e664,Bullmastiff Health Center,3ddea8e4-a650-44c0-a22a-8d6cf31f9809
27,2025-05-02T07:28:53.794Z,2025-05-02T10:26:55.760+03:00,2025-05-02T10:28:47.437+03:00,2025-05-02,collect:l9EDFq07BJNlHDOu,,,audrey,2025-04-01,Morogoro|ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council|7260f519-60da-4d98-b694-f274634cb717,Morogoro Regional Hospital|bb95aa47-4db5-4bba-9831-286ed947f7d1,,Apr (4/2025),20,35,294,,uuid:9d16543a-ea36-4691-84aa-80ff00a00600,uuid:9d16543a-ea36-4691-84aa-80ff00a00600,47,Human Health Workers,0,0,,,collect:dZLq2C1cXghMnapk,0,2025-03-03-malamute,Morogoro,ab52905e-a308-4f61-a021-4a8b7de2eef7,Morogoro Municipal Council,7260f519-60da-4d98-b694-f274634cb717,Boxer Health Center,bb95aa47-4db5-4bba-9831-286ed947f7d1
28,2025-05-02T07:15:01.878Z,2025-05-02T10:03:40.038+03:00,2025-05-02T10:15:00.584+03:00,2025-05-02,collect:MBrJfPRNqjPH0BXW,,,audrey,2025-04-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda Town Council|561147d7-2555-4cba-8290-7d8fc0562806,Bunda Designated District Hospital|d7d0a56d-f5cc-4032-9817-4fcf2a9ae1df,,Apr (4/2025),20,39,125,,uuid:d97f5da9-b7b4-475e-87e5-f45e34b73606,uuid:d97f5da9-b7b4-475e-87e5-f45e34b73606,47,Human Health Workers,0,0,,,collect:yLRtgRMVIxaBlBxk,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Bunda Town Council,561147d7-2555-4cba-8290-7d8fc0562806,Rhodesian Ridgeback Health Center,d7d0a56d-f5cc-4032-9817-4fcf2a9ae1df
29,2025-05-01T07:28:29.329Z,2025-05-01T10:26:39.782+03:00,2025-05-01T10:28:26.517+03:00,2025-05-01,collect:ywgV6xRPv1vlJgDu,,,audrey,2025-04-01,Mara|1b9d682f-2892-4dfe-a004-91ff2a3eb633,Musoma District Council|29ae42c2-8c04-4f7b-ae0f-912045eb67d9,Mugango Health Center|da5d8034-04c7-4997-b955-09bbb0797614,,Apr (4/2025),33,87,218,,uuid:a34fa362-22ca-4024-a0a2-462c767aace8,uuid:a34fa362-22ca-4024-a0a2-462c767aace8,47,Human Health Workers,0,0,,,collect:CEFYPgcQVcZy8D4A,0,2025-03-03-malamute,Mara,1b9d682f-2892-4dfe-a004-91ff2a3eb633,Musoma District Council,29ae42c2-8c04-4f7b-ae0f-912045eb67d9,Pug Health Center,da5d8034-04c7-4997-b955-09bbb0797614
30,2025-04-30T09:13:52.062Z,2025-04-30T12:13:12.068+03:00,2025-04-30T12:13:48.309+03:00,2025-04-30,collect:lNfPKKFxKGClxL6c,,,audrey,2025-03-01,Mtwara|d7065a46-0e02-44bb-8dce-0ef3e7a9105c,Newala Town Council|1ac9a7c0-c45f-4f75-8c8d-d52d200d5801,Newala District Hospital|b79b3e5b-acd4-4559-98f3-3b2f47affa46,,Mar (3/2025),42,67,19,,uuid:d78ab3f0-2d04-449b-8e19-cb9c975f2f9b,uuid:d78ab3f0-2d04-449b-8e19-cb9c975f2f9b,47,Human Health Workers,0,0,,,collect:hKzG7H0nCOYHmbXZ,0,2025-03-03-malamute,Mtwara,d7065a46-0e02-44bb-8dce-0ef3e7a9105c,Newala Town Council,1ac9a7c0-c45f-4f75-8c8d-d52d200d5801,Bullmastiff Health Center,b79b3e5b-acd4-4559-98f3-3b2f47affa46
